Date,XAU_Close,XAU_Open,XAU_High,XAU_Low,S&P500,SLV,OIL,EURUSD
11/07/2018,1226.1,1226.92,1236.2,1223.13,2813.89,14.612,61.67,1.1426
11/06/2018,1226.8,1231.36,1236.33,1223.34,2755.45,14.543,62.21,1.1427
11/05/2018,1231.3,1233.09,1235.32,1226.77,2738.31,14.691,63.1,1.1407
11/02/2018,1232.89,1234.37,1236.72,1229.67,2723.06,14.798,63.14,1.1387
11/01/2018,1233.23,1215.24,1237.74,1214.69,2740.37,14.821,63.69,1.1409
10/31/2018,1214.54,1223.04,1223.5,1211.82,2711.74,14.324,65.31,1.1312
10/30/2018,1223.44,1230.06,1230.83,1219.71,2682.63,14.504,66.18,1.1344
10/29/2018,1229.74,1234.15,1235.73,1224.31,2641.25,14.442,67.04,1.1373
10/26/2018,1233.58,1232.25,1243.63,1229.78,2658.69,14.7,67.59,1.1403
10/25/2018,1232.23,1234.55,1239.54,1227.84,2705.57,14.63,67.33,1.1376
10/24/2018,1234.22,1230.52,1234.24,1225.42,2656.1,14.676,66.82,1.1392
10/23/2018,1230.48,1222.15,1239.94,1221.65,2740.69,14.793,66.43,1.1471
10/22/2018,1222.17,1228.06,1229.78,1219.95,2755.88,14.587,69.17,1.1465
10/19/2018,1226.31,1225.66,1231.01,1222.93,2767.78,14.65,69.12,1.1515
10/18/2018,1225.75,1222.02,1230.51,1218.44,2768.78,14.604,68.65,1.1453
10/17/2018,1222.68,1224.59,1229.82,1220.33,2809.21,14.663,69.75,1.1501
10/16/2018,1224.43,1227.17,1232.71,1223.35,2809.92,14.701,71.92,1.1575
10/15/2018,1226.94,1217.44,1233.67,1217.4,2750.79,14.727,71.78,1.1579
10/12/2018,1217.93,1224.24,1224.38,1215.6,2767.13,14.635,71.34,1.1563
10/11/2018,1224.33,1194.95,1226.51,1191.1,2728.37,14.606,70.97,1.1594
10/10/2018,1194.78,1189.66,1194.98,1185.13,2785.68,14.326,73.17,1.152
10/09/2018,1189.62,1188.63,1192.19,1183.24,2880.34,14.4,74.96,1.149
10/08/2018,1188.01,1203.15,1204.31,1183.57,2884.43,14.329,74.29,1.1492
10/05/2018,1202.85,1199.75,1206.09,1196.99,2885.57,14.649,74.34,1.1524
10/04/2018,1199.66,1197.35,1207.09,1195.77,2901.61,14.59,74.33,1.1515
10/03/2018,1197.37,1203.45,1208.72,1196.55,2925.51,14.67,76.41,1.1478
10/02/2018,1203.1,1188.86,1208.52,1188.44,2923.43,14.693,75.23,1.1548
10/01/2018,1188.46,1192.19,1192.51,1184.46,2924.59,14.507,75.3,1.1578
09/28/2018,1192.09,1182.89,1193.95,1180.68,2913.98,14.712,73.25,1.1609
09/27/2018,1182.8,1194.84,1198.96,1181.88,2914,14.29,72.12,1.1641
09/26/2018,1194.46,1201.23,1202.84,1190.41,2905.97,14.354,71.57,1.174
09/25/2018,1201.31,1198.84,1203.51,1197.01,2915.56,14.445,72.28,1.1772
09/24/2018,1198.85,1198.31,1204.44,1194.21,2919.37,14.296,72.08,1.1748
09/21/2018,1199.55,1207.48,1211.39,1191.76,2929.67,14.315,70.78,1.175
09/20/2018,1207.58,1203.83,1208.69,1201.07,2930.75,14.262,70.8,1.1777
09/19/2018,1203.98,1198.17,1206.41,1197.64,2907.95,14.24,71.12,1.1673
09/18/2018,1198.35,1201.86,1203.78,1195.76,2904.31,14.145,69.85,1.1667
09/17/2018,1200.93,1193.18,1205.17,1192.76,2888.8,14.183,68.91,1.1683
09/14/2018,1193.71,1201.76,1208.94,1192.93,2904.98,14.106,68.99,1.163
09/13/2018,1201.44,1206.94,1212.9,1199.98,2904.18,14.199,68.59,1.169
09/12/2018,1206.19,1198.65,1208.85,1192.51,2888.92,14.246,70.37,1.1626
09/11/2018,1198.29,1195.43,1199.6,1187.57,2887.89,14.112,69.25,1.1607
09/10/2018,1195.88,1195.41,1198.72,1191.4,2877.13,14.138,67.54,1.1594
09/07/2018,1195.85,1199.97,1203.8,1193.19,2871.68,14.13,67.75,1.1553
09/06/2018,1200.15,1197.23,1207.37,1195.61,2878.05,14.141,67.77,1.1622
09/05/2018,1196.75,1191.47,1198.72,1190.86,2888.6,14.18,68.72,1.1629
09/04/2018,1191.35,1201.67,1202.33,1189.53,2896.72,14.145,69.87,1.1582
09/03/2018,1201.15,1200.29,1204.2,1195.64,,14.18,70.12,1.1624
08/31/2018,1201.09,1200.58,1209.17,1198.42,2901.52,14.517,69.8,1.1601
08/30/2018,1199.88,1206.58,1208.05,1196.2,2901.13,14.551,70.25,1.1671
08/29/2018,1206.66,1201.31,1207.63,1200.89,2914.04,14.733,69.51,1.1708
08/28/2018,1201.26,1211.61,1214.67,1199.39,2897.52,14.82,68.53,1.1695
08/27/2018,1211.34,1206.94,1212.63,1202.86,2896.74,14.901,68.87,1.1678
08/24/2018,1205.96,1185.41,1208.83,1183.12,2874.69,14.831,68.72,1.1623
08/23/2018,1185.31,1195.94,1196.84,1183.67,2856.98,14.577,67.83,1.1539
08/22/2018,1195.51,1196.8,1201.84,1192.4,2861.82,14.785,67.86,1.1597
08/21/2018,1196.13,1190.61,1197.13,1187.47,2862.96,14.799,67.35,1.1571
08/20/2018,1190.53,1183.74,1191.26,1182.61,2857.05,14.703,66.43,1.1481
08/17/2018,1184.77,1173.73,1185.34,1171.82,2850.13,14.664,65.91,1.1439
08/16/2018,1174.16,1175.57,1182.25,1160.19,2840.69,14.745,65.46,1.1377
08/15/2018,1174.88,1194.41,1194.84,1173.03,2818.37,14.488,65.01,1.1345
08/14/2018,1194.03,1194.19,1198.99,1191.99,2839.96,15.086,67.04,1.1344
08/13/2018,1193.64,1211.24,1214.07,1191.61,2821.93,15.016,67.2,1.1409
08/10/2018,1211.3,1212.54,1217.29,1205.66,2833.28,15.328,67.63,1.1411
08/09/2018,1212.34,1213.94,1217.64,1210.64,2853.58,15.495,66.81,1.1527
08/08/2018,1213.6,1210.81,1216.2,1206.28,2857.7,15.464,66.94,1.1611
08/07/2018,1211.02,1207.54,1216.51,1207.54,2858.45,15.405,69.17,1.1599
08/06/2018,1206.94,1213.65,1218.21,1206.44,2850.4,15.381,69.01,1.1554
08/03/2018,1213.43,1208.09,1220.38,1204.28,2840.35,15.495,68.49,1.1567
08/02/2018,1207.96,1215.46,1221.39,1207.03,2827.22,15.418,68.96,1.1584
08/01/2018,1216.06,1223.97,1225.1,1215.58,2813.36,15.488,67.66,1.166
07/31/2018,1223.83,1221.78,1228.52,1214.48,2816.29,15.597,68.76,1.1691
07/30/2018,1221.8,1222.96,1225.44,1218.86,2802.6,15.667,70.13,1.1706
07/27/2018,1223.38,1222.99,1227.51,1217.3,2818.82,15.493,68.69,1.1658
07/26/2018,1222.68,1231.34,1235.57,1222.13,2837.44,15.495,69.61,1.1643
07/25/2018,1231.61,1224.34,1234.51,1223.02,2846.07,15.589,69.3,1.1728
07/24/2018,1224.55,1224.94,1229.76,1218.08,2820.4,15.52,68.52,1.1686
07/23/2018,1224.54,1231.55,1235.5,1222.07,2806.98,15.425,67.89,1.1692
07/20/2018,1231.77,1223.33,1232.94,1215.7,2801.83,15.549,70.46,1.172
07/19/2018,1222.8,1227.46,1229.07,1211.48,2804.49,15.402,69.46,1.1643
07/18/2018,1227.18,1227.47,1229.54,1221.07,2815.62,15.574,68.76,1.1639
07/17/2018,1227.52,1240.76,1245.31,1225.94,2809.55,15.617,68.08,1.1661
07/16/2018,1240.82,1241.41,1245.9,1238.13,2798.43,15.812,68.06,1.171
07/13/2018,1241.52,1247.45,1248.27,1236.78,2801.31,15.815,71.01,1.1685
07/12/2018,1247.15,1242.14,1248.93,1241.23,2798.29,15.977,70.33,1.1672
07/11/2018,1242.16,1255.88,1257.1,1241.28,2774.02,15.817,70.38,1.1674
07/10/2018,1255.65,1257.68,1260.64,1247.16,2793.84,16.087,74.11,1.1744
07/09/2018,1257.77,1255.13,1266.26,1255.02,2784.17,16.139,73.85,1.1751
07/06/2018,1254.98,1257.5,1258.96,1252.54,2759.82,16.069,73.8,1.1747
07/05/2018,1257.76,1256.87,1259.99,1251.04,2736.61,16.097,72.94,1.1691
07/04/2018,1256.95,1252.14,1261.44,1251.81,,16.097,74.13,1.1656
07/03/2018,1252.93,1242.13,1257.31,1237.71,2713.22,16.043,74.14,1.1657
07/02/2018,1241.97,1253.49,1254.48,1239.45,2726.71,15.835,73.94,1.1641
06/29/2018,1253,1247.99,1256.04,1246.06,2718.37,16.198,74.15,1.1685
06/28/2018,1248.28,1251.96,1254.42,1245.67,2716.31,16.041,73.45,1.1569
06/27/2018,1252.02,1258.28,1260.23,1250.64,2699.63,16.196,72.76,1.1554
06/26/2018,1258.98,1266.11,1268.04,1254.54,2723.06,16.293,70.53,1.1647
06/25/2018,1266,1271.74,1272.9,1264.2,2717.07,16.37,68.08,1.1704
06/22/2018,1269.28,1267.3,1271.27,1266.48,2754.88,16.499,68.58,1.1657
06/21/2018,1267.2,1268.34,1270.47,1261.23,2749.76,16.364,65.54,1.1603
06/20/2018,1268.1,1274.81,1276.59,1267.6,2767.32,16.348,66.22,1.1572
06/19/2018,1274.77,1278.56,1284.43,1270.28,2762.59,16.364,65.07,1.159
06/18/2018,1278.31,1279.15,1281.92,1276.94,2773.75,16.481,65.85,1.1623
06/15/2018,1279.84,1302.26,1303.33,1275.3,2779.66,16.52,65.06,1.1609
06/14/2018,1302.22,1299.84,1309.64,1297.32,2782.49,17.299,66.89,1.1569
06/13/2018,1299.71,1295.98,1301.44,1292.42,2775.63,17.027,66.64,1.1791
06/12/2018,1295.97,1300.42,1300.81,1292.97,2786.85,16.927,66.36,1.1745
06/11/2018,1300.15,1299.4,1302.5,1293.96,2782,16.991,66.1,1.1784
06/08/2018,1298.75,1297.03,1300.93,1293.84,2779.03,16.781,65.74,1.1768
06/07/2018,1297.13,1296.98,1303.3,1294.87,2770.37,16.852,65.95,1.1799
06/06/2018,1297,1296.58,1302.1,1293.77,2772.35,16.73,64.73,1.1773
06/05/2018,1296.14,1292.34,1300.81,1289.77,2748.8,16.586,65.52,1.1718
06/04/2018,1291.98,1293.16,1298.26,1290.18,2746.87,16.476,64.75,1.1699
06/01/2018,1293.15,1298.79,1300.66,1289.34,2734.62,16.485,65.81,1.1661
05/31/2018,1298.32,1301.56,1306.69,1297.75,2705.27,16.503,67.04,1.1692
05/30/2018,1301.48,1299.2,1304.55,1295.66,2724.01,16.587,68.21,1.1663
05/29/2018,1298.85,1298.15,1306.46,1293.62,2689.86,16.373,66.73,1.154
05/28/2018,1298.1,1298.93,1300.3,1295.41,,16.373,67.05,1.1623
05/25/2018,1301.61,1304.42,1307.95,1299.81,2721.33,16.546,67.88,1.1652
05/24/2018,1304.88,1294.08,1306.77,1292.68,2727.76,16.687,70.71,1.172
05/23/2018,1293.75,1291.18,1298.01,1288.02,2733.29,16.405,71.84,1.1697
05/22/2018,1291.32,1292.93,1296.28,1287.78,2724.44,16.575,72.13,1.1779
05/21/2018,1292.68,1290.9,1293.38,1282,2733.01,16.52,72.24,1.1791
05/18/2018,1292.5,1290.74,1294.44,1286.02,2712.97,16.455,71.28,1.1778
05/17/2018,1291,1290.57,1294.59,1285.64,2720.13,16.481,71.49,1.1795
05/16/2018,1291.03,1289.98,1297.13,1286.37,2722.46,16.371,71.49,1.1807
05/15/2018,1290.65,1313.13,1315.06,1288.56,2711.45,16.269,71.31,1.1838
05/14/2018,1312.82,1318.55,1322.58,1312.75,2730.13,16.645,70.96,1.1927
05/11/2018,1318.22,1321.44,1326.17,1317.63,2727.72,16.752,70.7,1.1944
05/10/2018,1321.4,1312.06,1322.94,1310.74,2723.07,16.759,71.36,1.1915
05/09/2018,1312.78,1314.51,1317.61,1304.34,2697.79,16.539,71.14,1.185
05/08/2018,1314.47,1313.59,1317.86,1305.99,2671.92,16.472,69.06,1.1864
05/07/2018,1314.3,1315.05,1319.08,1310.15,2672.63,16.495,70.73,1.1922
05/04/2018,1315.05,1312.31,1315.47,1308.08,2663.42,16.519,69.72,1.196
05/03/2018,1312.09,1304.78,1318.23,1304.6,2629.73,16.447,68.43,1.1988
05/02/2018,1304.84,1304.2,1313.59,1303.79,2635.67,16.375,67.93,1.1951
05/01/2018,1303.97,1315.4,1316.56,1301.74,2654.8,16.127,67.25,1.1993
04/30/2018,1315.35,1322.8,1325.17,1310.29,2648.05,16.401,68.57,1.2079
04/27/2018,1322.8,1317.07,1325.41,1315.45,2669.91,16.497,68.1,1.213
04/26/2018,1317.28,1322.91,1326.8,1315.24,2666.94,16.533,68.19,1.2103
04/25/2018,1323.33,1330.64,1332.26,1318.76,2639.4,16.539,68.05,1.2161
04/24/2018,1330.68,1324.74,1332.86,1322.51,2634.56,16.744,67.7,1.2232
04/23/2018,1325,1335.19,1335.66,1322.04,2670.29,16.624,68.64,1.2209
04/20/2018,1335.13,1346.22,1346.47,1334.86,2670.14,17.192,68.38,1.2288
04/19/2018,1345.6,1349.38,1354.95,1340.94,2693.13,17.269,68.29,1.2346
04/18/2018,1349.32,1347.53,1355.9,1342.07,2708.64,17.286,68.47,1.2373
04/17/2018,1347.29,1345.82,1349.61,1337.59,2706.39,16.817,66.52,1.237
04/16/2018,1345.92,1344.6,1350.73,1340.07,2677.84,16.708,66.22,1.238
04/13/2018,1345.46,1335.17,1347.31,1335.17,2656.3,16.699,67.39,1.2331
04/12/2018,1335.48,1352.68,1353.42,1333.74,2663.99,16.511,67.07,1.2327
04/11/2018,1353.29,1339.69,1365.37,1339.48,2642.19,16.806,66.82,1.2367
04/10/2018,1340.05,1336.37,1342.79,1331.11,2656.87,16.63,65.51,1.2356
04/09/2018,1336.24,1333.21,1338.16,1326.8,2613.16,16.567,63.42,1.2321
04/06/2018,1333.19,1326.7,1335.49,1321.28,2604.47,16.399,62.06,1.2283
04/05/2018,1326.55,1333.03,1335.1,1322.63,2662.84,16.39,63.54,1.224
04/04/2018,1333.34,1332.89,1348.27,1331.44,2644.69,16.284,63.37,1.2278
04/03/2018,1332.82,1340.86,1342.68,1328.93,2614.45,16.436,63.51,1.227
04/02/2018,1341.35,1326.21,1345.03,1324.76,2581.88,16.716,63.01,1.2302
03/29/2018,1325,1324.94,1328.54,1321.33,2640.87,16.312,64.94,1.2302
03/28/2018,1324.99,1345.74,1347.23,1323.42,2605,16.297,64.38,1.2308
03/27/2018,1344.71,1353.51,1356.87,1339.93,2612.62,16.541,65.25,1.2403
03/26/2018,1353.46,1347.9,1356.13,1343.4,2658.55,16.684,65.55,1.2443
03/23/2018,1347.22,1329.33,1350.41,1328.98,2588.26,16.582,65.88,1.2353
03/22/2018,1328.95,1332.18,1335.01,1324.73,2643.69,16.387,64.3,1.2302
03/21/2018,1332.18,1311.2,1336.79,1309.8,2711.93,16.419,65.17,1.2338
03/20/2018,1311.21,1317.23,1318.48,1307.13,2716.94,16.185,63.4,1.2242
03/19/2018,1316.94,1313.94,1319.86,1307.71,2712.92,16.325,62.06,1.2335
03/16/2018,1314,1316.56,1321.86,1309.56,2752.01,16.272,62.34,1.2289
03/15/2018,1316.26,1324.62,1328.06,1314.86,2747.33,16.422,61.19,1.2305
03/14/2018,1325,1326.45,1330.27,1321.58,2749.48,16.537,60.96,1.2367
03/13/2018,1326.4,1322.9,1328.48,1316.55,2765.31,16.627,60.71,1.239
03/12/2018,1323.05,1323.69,1324.52,1315.18,2783.02,16.536,61.36,1.2334
03/09/2018,1323.7,1322.33,1325.33,1313.06,2786.57,16.608,62.04,1.2307
03/08/2018,1322.34,1325.49,1329.22,1318.98,2738.97,16.5,60.12,1.2312
03/07/2018,1325.54,1334.51,1340.68,1322.24,2726.8,16.494,61.15,1.2413
03/06/2018,1334.46,1320.03,1338.72,1319.72,2728.12,16.784,62.6,1.2404
03/05/2018,1320.02,1323.78,1328.02,1317.43,2720.94,16.412,62.57,1.2336
03/02/2018,1322.2,1316.54,1325.65,1315.12,2691.25,16.466,61.25,1.2317
03/01/2018,1316.55,1318.22,1321.16,1302.76,2677.67,16.276,60.99,1.2268
02/28/2018,1318.05,1318.2,1322.64,1315.59,2713.83,16.407,61.64,1.2194
02/27/2018,1318.2,1333.14,1336.9,1313.47,2744.28,16.434,63.01,1.2232
02/26/2018,1333.16,1327.92,1341.06,1326.59,2779.6,16.588,63.91,1.2318
02/23/2018,1328.94,1331.81,1332.42,1325.73,2747.3,16.511,63.55,1.2293
02/22/2018,1331.51,1323.94,1332.34,1320.84,2703.96,16.614,62.77,1.2331
02/21/2018,1324.26,1329.48,1336.27,1322.36,2701.33,16.647,61.68,1.2284
02/20/2018,1329.49,1346.77,1348.36,1328.39,2716.26,16.478,61.9,1.2338
02/19/2018,1346.69,1347.67,1351.34,1345.82,,16.438,62.38,1.2408
02/16/2018,1347.86,1353.31,1361.97,1344.82,2732.22,16.757,61.68,1.2406
02/15/2018,1353.3,1350.78,1357.18,1348.41,2731.2,16.842,61.34,1.2506
02/14/2018,1350.76,1329.53,1355.57,1319.42,2698.63,16.923,60.6,1.245
02/13/2018,1329.55,1322.29,1330.96,1321.39,2662.94,16.573,59.19,1.2352
02/12/2018,1322.88,1315.04,1326.2,1314.11,2656,16.615,59.29,1.2292
02/09/2018,1316.69,1318.87,1322.71,1311.06,2619.55,16.178,59.2,1.2235
02/08/2018,1318.97,1318.61,1322.17,1306.9,2581,16.389,61.15,1.2247
02/07/2018,1318.49,1325.16,1332.49,1312.05,2681.66,16.286,61.79,1.2264
02/06/2018,1325.02,1339.68,1346.08,1320.04,2695.14,16.628,63.39,1.2377
02/05/2018,1339.6,1332.32,1341.7,1328.88,2648.94,16.718,64.15,1.2368
02/02/2018,1332.98,1349.16,1350.12,1327.21,2762.13,16.755,65.45,1.2462
02/01/2018,1349.19,1345.4,1351.42,1337.3,2821.98,17.199,65.8,1.251
01/31/2018,1345.1,1338.87,1347.93,1332.7,2823.81,17.284,64.73,1.2421
01/30/2018,1338.55,1340.67,1349.12,1334.48,2822.43,17.101,64.5,1.2402
01/29/2018,1340.35,1350.07,1352.65,1337.74,2853.53,17.127,65.56,1.2383
01/26/2018,1350.14,1348.36,1357.39,1344.38,2872.87,17.441,66.14,1.2421
01/25/2018,1348.05,1358.48,1366.47,1343.1,2839.25,17.615,65.51,1.2396
01/24/2018,1358.15,1341.45,1361.88,1339.27,2837.54,17.489,65.61,1.2408
01/23/2018,1341.39,1334.45,1342.22,1331.54,2839.13,16.913,64.47,1.2299
01/22/2018,1334.11,1334.88,1336.04,1328.71,2832.97,16.989,63.49,1.2262
01/19/2018,1331.8,1327.49,1338.37,1326.46,2810.3,17.036,63.37,1.2222
01/18/2018,1327.19,1327.75,1333.14,1323.79,2798.03,16.954,63.95,1.2239
01/17/2018,1327.73,1338.29,1343.99,1326.73,2802.56,17.166,63.97,1.2186
01/16/2018,1338.61,1340.06,1342.35,1331.73,2776.42,17.189,63.73,1.2261
01/15/2018,1340.16,1337.05,1344.93,1336.14,,17.189,64.73,1.2263
01/12/2018,1338.4,1322.82,1339.4,1321.16,2786.24,17.141,64.3,1.2187
01/11/2018,1322.42,1316.89,1323.98,1315.49,2767.56,16.966,63.8,1.2032
01/10/2018,1317.19,1313.28,1326.94,1308.29,2748.23,17.035,63.57,1.1947
01/09/2018,1312.66,1320.63,1320.68,1308.8,2751.29,17.01,62.96,1.1937
01/08/2018,1320.58,1320.04,1322.22,1314.97,2747.71,17.144,61.73,1.1967
01/05/2018,1320.21,1323.5,1323.83,1313.81,2743.15,17.285,61.44,1.203
01/04/2018,1322.97,1312.53,1325.92,1305.67,2723.99,17.269,62.01,1.2068
01/03/2018,1312.84,1318.16,1321.4,1307.16,2713.06,17.267,61.63,1.2014
01/02/2018,1318.14,1302.55,1318.98,1302.51,2695.81,17.206,60.37,1.2059
01/01/2018,1306.86,1303.43,1307.72,1302.43,,,60.24,1.201
12/29/2017,1302.55,1294.85,1307.69,1293.59,2673.61,17.145,60.42,1.1998
12/28/2017,1294.84,1287.31,1295.3,1286.66,2687.54,16.923,59.84,1.1943
12/27/2017,1287.41,1283.64,1289.4,1281.46,2682.62,16.72,59.64,1.1888
12/26/2017,1283.29,1274.91,1283.77,1273.25,2680.5,16.573,59.97,1.1859
12/25/2017,1275.24,1275.24,1275.24,1275.24,,,58.59,1.1869
12/22/2017,1275.01,1267.12,1276.38,1265.1,2683.34,16.407,58.47,1.1859
12/21/2017,1266.76,1265.62,1268.97,1263.02,2684.57,16.205,58.36,1.1873
12/20/2017,1265.62,1261.69,1267.84,1261.23,2679.25,16.236,58.09,1.1871
12/19/2017,1261.72,1261.7,1265.26,1258.97,2681.47,16.118,57.46,1.184
12/18/2017,1261.69,1253.79,1264.37,1252.68,2690.16,16.168,57.16,1.1782
12/15/2017,1255.26,1252.83,1261.89,1251.94,2675.81,16.029,57.3,1.1754
12/14/2017,1252.85,1255.54,1259.18,1249.92,2652.01,15.903,57.04,1.1778
12/13/2017,1255.45,1243.88,1256.95,1240.06,2662.85,15.834,56.6,1.1826
12/12/2017,1243.85,1242.25,1246.62,1236.31,2664.11,15.63,57.14,1.1742
12/11/2017,1241.96,1247.28,1251.67,1240.19,2659.99,15.748,57.99,1.1768
12/08/2017,1248.14,1247.34,1252.66,1244.34,2651.5,15.788,57.36,1.1764
12/07/2017,1246.7,1264.26,1264.82,1244.11,2636.98,15.753,56.69,1.1773
12/06/2017,1263.94,1266.62,1269.32,1262.39,2629.27,15.918,55.96,1.1796
12/05/2017,1266.55,1276.54,1277.41,1261.11,2629.57,16.032,57.62,1.1826
12/04/2017,1276.23,1272.93,1277.24,1271.8,2639.44,16.338,57.47,1.1866
12/01/2017,1280.26,1274.29,1289.58,1271.58,2642.22,16.354,58.36,1.1891
11/30/2017,1274.76,1283.88,1285.7,1270.51,2647.58,16.445,57.4,1.1904
11/29/2017,1283.57,1293.9,1296.75,1281.98,2626.07,16.526,57.3,1.1848
11/28/2017,1294.01,1294.85,1297.74,1291.01,2627.04,16.854,57.99,1.1841
11/27/2017,1294.5,1288.57,1299.2,1286.47,2601.42,17.05,58.11,1.1898
11/24/2017,1288.22,1291.51,1293.61,1286.15,2602.42,17.022,58.95,1.193
11/23/2017,1291.25,1292.4,1293.46,1287.46,,16.992,58.38,1.1852
11/22/2017,1292.12,1280.38,1294.75,1278.77,2597.08,17.145,58.02,1.1822
11/21/2017,1280.48,1276.7,1284.87,1276.08,2599.03,16.994,56.83,1.1738
11/20/2017,1276.7,1292.68,1294.8,1274.92,2582.14,16.874,56.09,1.1732
11/17/2017,1294.37,1278.44,1297.04,1277.94,2578.85,17.406,56.55,1.1795
11/16/2017,1278.47,1278.47,1281.6,1274.98,2585.64,17.104,55.14,1.177
11/15/2017,1278.8,1281,1289.47,1277.04,2564.62,17.003,55.33,1.1792
11/14/2017,1280.71,1278.17,1283.68,1270.64,2578.87,17.105,55.7,1.1798
11/13/2017,1277.99,1275.16,1280.22,1274.29,2584.84,17.079,56.76,1.1667
11/10/2017,1276.14,1285.21,1287.16,1273.33,2582.3,16.903,56.74,1.1665
11/09/2017,1285.3,1281.62,1288.72,1280.09,2584.62,17.007,57.17,1.1642
11/08/2017,1281.3,1275.85,1287.52,1275.23,2594.38,17.171,56.81,1.1595
11/07/2017,1275.53,1281.82,1281.97,1271.68,2590.64,16.973,57.2,1.1587
11/06/2017,1281.55,1269.49,1283.01,1266.05,2591.13,17.268,57.35,1.161
11/03/2017,1269.85,1276.8,1279.74,1265.55,2587.84,16.866,55.64,1.1609
11/02/2017,1275.99,1274.91,1284.49,1273.64,2579.85,17.17,54.54,1.1658
11/01/2017,1274.39,1270.88,1281.25,1267.98,2579.36,17.209,54.3,1.1619
10/31/2017,1271.58,1276.29,1278.36,1268.01,2575.26,16.726,54.38,1.1646
10/30/2017,1276.24,1273.59,1279.29,1268.8,2572.83,16.88,54.15,1.1651
10/27/2017,1273.35,1268.07,1274.8,1264.1,2581.07,16.752,53.9,1.161
10/26/2017,1267.11,1277.56,1282.8,1265.69,2560.4,16.811,52.64,1.165
10/25/2017,1277.41,1276.85,1280.39,1271.03,2557.15,16.925,52.18,1.1813
10/24/2017,1276.72,1282.01,1284.06,1273.43,2569.13,16.966,52.47,1.1761
10/23/2017,1282.07,1277.45,1283.66,1272.24,2564.98,17.075,51.9,1.1749
10/20/2017,1280.72,1289.57,1291.47,1277.88,2575.21,17.078,51.47,1.1785
10/19/2017,1289.79,1281.25,1290.69,1276.61,2562.1,17.255,51.29,1.1852
10/18/2017,1281.17,1285.18,1289.08,1277.13,2561.26,16.997,52.04,1.1787
10/17/2017,1285.19,1295.32,1296.66,1281.69,2559.36,17.041,51.88,1.1766
10/16/2017,1294.74,1303.88,1306.8,1291.01,2557.64,17.369,51.87,1.1797
10/13/2017,1304.88,1293.73,1304.88,1291.04,2553.17,17.411,51.45,1.1823
10/12/2017,1293.6,1292.01,1297.6,1289.47,2550.93,17.266,50.6,1.1831
10/11/2017,1291.8,1287.91,1293.56,1284.12,2555.24,17.133,51.3,1.1859
10/10/2017,1287.85,1284.35,1294.63,1282.29,2550.64,17.207,50.92,1.1806
10/09/2017,1284.1,1275.45,1285.5,1275.21,2544.73,16.971,49.58,1.174
10/06/2017,1276.03,1269.09,1277.18,1260.89,2549.33,16.79,49.29,1.1734
10/05/2017,1268.05,1275.16,1279.42,1266.9,2552.07,16.638,50.79,1.1711
10/04/2017,1274.69,1271.64,1282.42,1270.85,2537.74,16.624,49.98,1.1759
10/03/2017,1271.75,1270.71,1274.71,1267.91,2534.58,16.65,50.42,1.1744
10/02/2017,1271.12,1279.5,1279.61,1270.45,2529.12,16.654,50.58,1.1732
09/29/2017,1279.45,1286.91,1290.47,1278.24,2519.36,16.676,51.67,1.1814
09/28/2017,1287.3,1281.11,1289,1277.64,2510.06,16.847,51.56,1.1786
09/27/2017,1281.12,1293.61,1296.54,1281.12,2507.04,16.793,52.14,1.1744
09/26/2017,1293.89,1309.9,1313.92,1293.04,2496.84,16.849,51.88,1.1793
09/25/2017,1310.55,1297.67,1311.9,1290.63,2496.66,17.113,52.22,1.1848
09/22/2017,1297.38,1291.3,1299.14,1291.3,2502.22,16.951,50.66,1.1954
09/21/2017,1291.39,1301.02,1302.07,1287.99,2500.6,16.985,50.55,1.1941
09/20/2017,1301.15,1310.94,1316.25,1295.96,2508.24,17.301,50.41,1.1893
09/19/2017,1311.28,1307.3,1311.78,1304.98,2506.65,17.247,49.48,1.1994
09/18/2017,1307.57,1320.5,1320.5,1305.03,2503.87,17.124,49.91,1.1954
09/15/2017,1319.62,1329.83,1334.76,1319.62,2500.23,17.667,49.89,1.1943
09/14/2017,1329.83,1323.56,1330.69,1316.11,2495.62,17.755,49.89,1.1919
09/13/2017,1323.25,1331.95,1335.05,1320.91,2498.37,17.832,49.3,1.1886
09/12/2017,1331.94,1327.86,1332.43,1322.55,2496.48,17.855,48.23,1.1967
09/11/2017,1327.32,1337.45,1340.36,1326.36,2488.11,17.866,48.07,1.1953
09/08/2017,1346.71,1348.83,1357.94,1343,2461.43,18.087,47.48,1.2035
09/07/2017,1349.2,1334.27,1350.27,1332.6,2465.1,18.08,49.09,1.2023
09/06/2017,1334.14,1339.55,1342.84,1331.66,2465.54,17.875,49.16,1.1917
09/05/2017,1339.33,1335.07,1345.18,1327.96,2457.85,17.906,48.66,1.1914
09/04/2017,1334.67,1334.38,1339.85,1331.92,,17.941,47.41,1.1896
09/01/2017,1324.97,1321.8,1329.2,1316.65,2476.55,17.781,47.29,1.1859
08/31/2017,1322.07,1308.8,1324.11,1300.82,2471.65,17.541,47.23,1.191
08/30/2017,1308.76,1309.26,1313.87,1305.26,2457.59,17.47,45.96,1.1883
08/29/2017,1309.5,1317.75,1326.14,1304.93,2446.3,17.451,46.44,1.1972
08/28/2017,1310.49,1292.76,1312.99,1292.49,2444.24,17.467,46.57,1.1979
