Date,XAU_Close,XAU_Open,XAU_High,XAU_Low,S&P500,SLV,OIL,EURUSD,Predicted
2006-10-31,606.6,604.5,607.8,598.5,1377.94,12.322,58.73,1.2763,604.1843144342107
2006-11-01,618.1,606.4,619.2,605.7,1367.81,12.528,58.71,1.2755,606.38115006822
2006-11-02,623.6,617.5,625.9,614.5,1367.34,12.703,57.88,1.2776,618.2735064253387
2006-11-03,628.0,624.0,629.0,617.5,1364.3,12.688,59.14,1.2718,624.4936889387793
2006-11-06,623.1,626.5,629.9,622.9,1379.78,12.813,60.02,1.2721,626.8909005041531
2006-11-07,624.9,623.1,629.4,622.2,1382.84,12.728,58.93,1.2772,622.6120925758473
2006-11-08,615.77,625.27,626.98,613.27,1385.72,12.603,59.83,1.2757,625.6040268175736
2006-11-09,633.7,615.9,636.0,615.4,1378.33,13.103,61.16,1.2826,616.6263189388511
2006-11-10,628.7,633.4,637.0,626.5,1380.9,13.175,59.59,1.2844,633.5616782195393
2006-11-13,626.1,629.1,632.9,620.8,1384.42,12.945,58.58,1.2803,628.0223619446195
2006-11-14,620.9,625.6,629.4,619.5,1393.22,12.95,58.28,1.2812,625.9659996569175
2006-11-15,622.6,621.0,625.5,615.8,1396.57,13.005,58.76,1.2826,620.3948842126372
2006-11-16,618.7,623.0,628.6,618.2,1399.76,13.005,56.26,1.2798,622.0617732961105
2006-11-17,622.0,618.9,622.7,614.8,1401.2,12.86,55.81,1.2828,617.8501819735683
2006-11-20,622.7,621.5,627.0,620.9,1400.5,12.8,58.8,1.2812,622.3935885694484
2006-11-21,627.0,623.0,629.6,622.25,1402.81,13.145,60.17,1.2845,622.4211250014533
2006-11-22,630.2,627.6,634.9,626.4,1406.09,13.1,59.24,1.2944,627.1762476264263
2006-11-23,631.25,630.3,631.8,629.0,1406.09,13.1,59.24,1.2942,629.6695903143711
2006-11-24,638.2,631.0,640.3,631.0,1400.95,13.1,59.24,1.3093,630.9541281356194
2006-11-27,641.3,639.0,642.25,637.2,1381.96,13.556,60.32,1.3133,638.0045125099863
2006-11-28,640.0,640.8,642.2,632.7,1386.72,13.686,60.99,1.3201,642.1243385456795
2006-11-29,636.6,639.7,640.9,635.0,1399.48,13.76,62.46,1.3148,640.0221697856327
2006-11-30,648.3,636.5,649.0,636.5,1400.63,14.052,63.13,1.3241,635.7615955850215
2006-12-01,645.8,648.0,650.0,643.9,1396.71,14.127,63.43,1.3336,649.1663494882409
2006-12-04,645.9,645.25,648.2,640.9,1409.12,14.182,62.44,1.3321,644.730728323743
2006-12-05,643.95,646.45,649.25,638.95,1414.76,13.962,62.43,1.3323,645.4005579165353
2006-12-06,631.55,643.65,643.65,629.95,1412.9,13.732,62.19,1.3293,643.3275982774215
2006-12-07,632.55,631.25,632.85,625.65,1407.29,13.968,62.49,1.3291,630.6200475547033
2006-12-08,625.15,634.15,638.55,625.15,1409.84,13.828,62.03,1.3201,633.3039803838055
2006-12-11,630.45,625.15,631.05,623.35,1413.04,13.958,61.22,1.3237,625.4275033346578
2006-12-12,630.05,630.35,631.5,627.05,1411.56,13.913,61.02,1.328,629.9640478357002
2006-12-13,629.15,630.15,630.85,623.75,1413.21,13.848,61.37,1.3218,629.9343210501164
2006-12-14,626.05,628.75,629.55,625.55,1425.49,13.883,62.51,1.3146,628.1990426921201
2006-12-15,615.25,625.65,629.65,614.95,1427.09,12.913,63.43,1.3083,626.6976834061657
2006-12-18,615.95,615.65,618.75,612.05,1422.48,12.46,62.21,1.31,614.7299316031174
2006-12-19,622.75,616.35,622.95,615.35,1425.55,12.653,63.15,1.3192,615.219869128665
2006-12-20,620.65,622.95,624.75,619.35,1423.53,12.588,63.72,1.3178,622.70441258909
2006-12-21,618.5,620.5,622.75,618.2,1418.3,12.433,62.66,1.3173,619.9978428402492
2006-12-22,621.0,618.6,621.7,618.25,1410.76,12.578,62.41,1.3144,619.3260914026027
2006-12-25,620.75,620.75,621.25,620.25,1410.76,12.578,62.41,1.3131,621.9737089911434
2006-12-26,624.9,622.6,630.0,622.5,1416.9,12.668,61.1,1.3096,621.2983721419125
2006-12-27,627.3,624.8,629.6,624.2,1426.84,12.868,60.34,1.312,625.214722515508
2006-12-28,635.0,627.3,635.7,626.75,1424.73,12.94,60.53,1.3148,626.9500553629505
2006-12-29,636.8,634.8,636.8,632.3,1418.3,12.935,61.05,1.3199,638.3094535634275
2007-01-01,636.8,634.8,636.8,632.3,1418.3,12.935,61.05,1.3199,637.0704545115232
2007-01-02,640.5,637.3,641.3,636.3,1418.3,12.935,61.05,1.3277,636.720580030498
2007-01-03,627.7,640.5,645.4,625.3,1416.6,12.67,58.32,1.3163,640.5282738198824
2007-01-04,622.0,627.5,630.7,622.0,1418.34,12.835,55.59,1.3085,628.3926837042998
2007-01-05,607.4,622.0,626.5,602.2,1409.71,12.23,56.31,1.3003,622.5181020091561
2007-01-08,609.9,608.75,610.1,604.4,1412.84,12.36,56.09,1.302,607.0833313521389
2007-01-09,613.5,609.8,616.2,606.5,1412.11,12.595,55.64,1.2997,610.9561739657021
2007-01-10,611.7,613.6,614.5,606.2,1414.85,12.445,54.02,1.2934,612.4503281035379
2007-01-11,611.9,611.6,616.25,609.2,1423.82,12.46,51.88,1.2893,610.1757902588603
2007-01-12,626.9,611.75,627.7,610.1,1430.73,12.88,52.99,1.2917,613.2851257435901
2007-01-15,626.7,626.2,628.3,624.5,1430.73,12.88,52.99,1.2936,626.6825056594928
2007-01-16,625.4,626.5,628.2,622.9,1431.9,12.625,51.21,1.2919,626.5891840667247
2007-01-17,631.9,625.0,634.3,620.7,1430.62,12.89,52.24,1.2938,625.7069938229779
2007-01-18,628.0,631.8,636.9,627.0,1426.37,12.685,50.48,1.2954,631.5568760352054
2007-01-19,635.5,627.0,636.5,626.9,1430.5,12.92,51.99,1.2966,628.7020360848827
2007-01-22,632.9,635.75,640.1,632.7,1422.95,13.0,51.13,1.2948,633.9420966689584
2007-01-23,646.6,633.25,648.0,633.1,1427.99,13.26,55.04,1.3025,631.542126851833
2007-01-24,648.5,646.7,649.1,639.0,1440.13,13.273,55.37,1.2961,646.8194068354132
2007-01-25,646.1,648.6,654.5,645.7,1423.9,13.49,54.23,1.2933,648.0883820697558
2007-01-26,646.6,646.2,648.4,641.1,1422.18,13.375,55.42,1.2915,646.0105221025366
2007-01-29,643.1,646.3,648.2,641.2,1420.62,13.25,54.01,1.2955,645.590734957237
2007-01-30,647.4,643.8,647.5,641.3,1428.82,13.375,56.97,1.2965,642.6655116379201
2007-01-31,653.2,647.2,655.2,642.6,1438.24,13.632,58.14,1.3034,646.7878372262688
2007-02-01,657.7,653.0,662.0,652.2,1445.94,13.787,57.3,1.3022,652.5898774547022
2007-02-02,648.25,657.15,659.85,643.15,1448.39,13.437,59.02,1.2969,657.274238033363
2007-02-05,648.55,648.35,652.25,646.45,1446.99,13.623,58.74,1.2923,647.7923312493294
2007-02-06,653.75,648.35,658.75,648.25,1448.0,13.738,58.88,1.2982,648.1613954666807
2007-02-07,651.65,653.55,656.85,651.55,1450.02,13.776,57.71,1.3019,654.0280068460729
2007-02-08,660.75,651.65,660.95,648.05,1448.31,13.836,59.71,1.3039,652.1843087774414
2007-02-09,666.65,660.55,668.15,657.15,1438.06,13.981,59.89,1.3005,660.5521247875059
2007-02-12,662.05,667.95,668.55,660.0,1433.37,13.779,57.81,1.2965,666.8695898724383
2007-02-13,664.35,660.8,668.6,660.8,1444.26,13.979,59.06,1.3037,663.197397520867
2007-02-14,669.15,664.35,672.2,663.75,1455.3,14.029,58.0,1.3129,665.0337998592546
2007-02-15,669.35,668.75,670.85,662.55,1456.81,14.026,57.99,1.3146,669.7183272416324
2007-02-16,669.05,670.05,670.05,662.9,1455.54,14.054,59.39,1.3141,671.0889552506069
2007-02-19,671.55,669.35,673.55,667.85,1455.54,14.015,59.39,1.3155,669.2593324093417
2007-02-20,658.75,670.85,672.15,655.75,1459.68,13.894,58.07,1.3138,669.5902042408015
2007-02-21,679.25,657.45,682.45,657.25,1457.63,14.337,60.07,1.3138,659.656021601874
2007-02-22,677.75,678.1,681.25,676.05,1456.38,14.32,60.95,1.3125,680.959837443004
2007-02-23,682.85,677.55,688.55,673.05,1451.19,14.665,61.14,1.3167,679.2438550406778
2007-02-26,687.35,681.65,689.35,681.65,1449.37,14.76,61.39,1.3184,682.1816050972782
2007-02-27,680.0,687.1,689.7,675.3,1399.04,14.69,61.46,1.3242,685.9709531227141
2007-02-28,669.95,679.35,679.35,660.35,1406.82,14.235,61.79,1.3235,679.6114736750577
2007-03-01,664.55,669.55,677.55,661.55,1403.17,13.65,62.0,1.3186,671.1925376539544
2007-03-02,642.95,664.85,665.85,640.15,1387.17,12.96,61.64,1.3194,665.2466428433017
2007-03-05,635.8,643.8,645.2,633.5,1374.12,12.75,60.07,1.3095,643.753968276763
2007-03-06,647.3,636.3,648.0,632.8,1395.41,12.985,60.69,1.3127,635.4656446222436
2007-03-07,645.95,646.25,650.85,642.85,1391.97,13.105,61.82,1.3176,647.0638189163366
2007-03-08,651.3,649.5,656.2,647.6,1401.89,13.12,61.64,1.3129,646.1296896820868
2007-03-09,650.27,651.58,658.38,649.48,1402.84,12.97,60.05,1.3114,652.2311172513421
2007-03-12,651.2,649.25,654.25,646.1,1406.6,13.085,58.91,1.3188,649.1196309169968
2007-03-13,643.5,650.5,652.2,643.4,1377.95,12.96,57.93,1.3198,650.6883999505982
2007-03-14,644.1,643.3,646.2,637.0,1387.17,12.83,58.16,1.3224,644.2236993931914
2007-03-15,646.9,644.0,650.25,643.5,1392.28,13.075,57.55,1.3239,644.9950324611381
2007-03-16,652.9,646.9,655.6,646.2,1386.95,13.215,57.11,1.3314,646.7577725456936
2007-03-19,653.7,653.2,656.75,652.1,1402.06,13.233,56.59,1.3302,652.1947185660989
2007-03-20,658.3,654.5,661.1,652.9,1410.94,13.37,56.73,1.3316,653.559465892183
2007-03-21,664.2,658.5,664.3,657.2,1435.04,13.32,59.61,1.3386,657.7643975171978
2007-03-22,663.8,664.1,667.1,662.3,1434.54,13.48,61.69,1.3333,663.626073172434
2007-03-23,657.1,663.9,664.7,655.5,1436.11,13.227,62.28,1.3285,662.8891414874215
2007-03-26,663.8,657.75,665.6,657.3,1437.5,13.41,62.91,1.3335,657.5166579045763
2007-03-27,664.1,664.1,666.1,661.8,1428.61,13.28,62.93,1.3354,663.502749075525
2007-03-28,665.6,664.9,670.0,663.8,1417.23,13.455,64.08,1.3317,664.2870747798996
2007-03-29,661.3,666.7,666.7,655.3,1422.53,13.467,66.03,1.3333,665.0398040440296
2007-03-30,663.6,661.8,668.4,660.9,1420.86,13.51,65.87,1.3358,660.9902575109882
2007-04-02,663.9,665.7,666.3,656.7,1424.55,13.408,65.94,1.3369,663.3962542301451
2007-04-03,664.0,664.8,668.0,662.3,1437.77,13.488,64.64,1.3335,664.7525867917122
2007-04-04,674.5,665.1,676.3,663.6,1439.37,13.681,64.38,1.3373,664.022207531114
2007-04-05,674.45,674.45,675.65,671.65,1443.76,13.801,64.28,1.3422,673.6115073542072
2007-04-06,674.5,674.0,674.7,673.25,1443.76,13.801,64.28,1.3379,675.3514594837542
2007-04-09,670.75,674.0,678.05,669.5,1444.61,13.871,61.51,1.3354,673.3829402874114
2007-04-10,677.3,671.5,681.8,671.1,1448.39,13.991,61.89,1.3437,670.2311906958188
2007-04-11,677.3,677.8,681.1,674.5,1438.87,13.951,62.01,1.3432,676.6444530448078
2007-04-12,676.0,677.5,680.3,671.6,1447.8,13.916,63.85,1.3487,676.3031807477477
2007-04-13,685.6,676.5,686.3,675.9,1452.85,14.151,63.63,1.3529,676.8064866517662
2007-04-16,690.55,686.25,691.25,683.45,1468.33,14.141,63.61,1.3533,685.9051846839926
2007-04-17,687.85,690.25,691.05,686.05,1471.48,14.081,63.1,1.3572,690.0192528597222
2007-04-18,689.55,686.65,690.95,685.95,1472.5,14.034,63.13,1.3609,687.7250242000033
2007-04-19,682.65,689.65,691.75,678.95,1470.73,13.792,61.83,1.3608,688.5085412703987
2007-04-20,691.35,683.85,693.85,682.85,1484.35,14.012,63.38,1.3591,683.3568337340299
2007-04-23,689.05,693.25,693.85,686.85,1480.93,14.107,65.89,1.3577,690.7661651596093
2007-04-24,683.35,689.55,691.95,681.15,1480.41,13.839,64.58,1.3643,688.2352344125582
2007-04-25,685.65,683.65,686.95,682.05,1495.42,13.827,65.84,1.3638,683.3010282770113
2007-04-26,674.95,685.55,687.15,671.4,1494.25,13.385,65.06,1.3594,684.9295572880156
2007-04-27,680.95,674.65,682.15,670.95,1494.07,13.575,66.46,1.3653,675.8521464275591
2007-04-30,678.25,681.45,682.15,676.05,1482.37,13.575,65.71,1.3647,682.0172934361914
2007-05-01,673.35,678.45,680.5,671.75,1486.3,13.37,64.4,1.3605,678.849420360402
2007-05-02,672.85,673.95,675.25,667.55,1495.92,13.335,63.68,1.359,673.6891168686153
2007-05-03,682.35,672.75,682.95,671.95,1502.39,13.51,63.19,1.3556,672.4742175395422
2007-05-04,688.75,682.55,691.4,680.9,1505.62,13.53,61.93,1.359,685.9050660265024
2007-05-07,688.45,688.55,691.55,686.95,1509.48,13.64,61.47,1.3599,689.0419310782228
2007-05-08,685.35,689.25,689.45,682.35,1507.72,13.6,62.26,1.3542,688.3641483328888
2007-05-09,680.65,685.25,687.35,676.25,1512.58,13.47,61.55,1.3529,685.3796235325864
2007-05-10,666.45,680.65,681.65,664.75,1491.47,13.14,61.81,1.3485,681.4005954265857
2007-05-11,671.05,666.35,673.25,664.85,1505.85,13.305,62.37,1.3529,667.0050907390214
2007-05-14,669.95,671.55,675.0,666.25,1503.15,13.235,62.46,1.3542,670.6999893422117
2007-05-15,672.15,669.75,674.25,665.25,1501.19,13.315,63.17,1.3592,671.1112063538724
2007-05-16,662.15,672.55,673.95,660.15,1514.14,12.93,62.55,1.3521,671.0004231895207
2007-05-17,657.75,662.65,665.25,654.15,1512.75,12.883,64.86,1.3495,660.5006550108824
2007-05-18,661.65,657.95,663.15,656.25,1522.75,13.003,64.94,1.3509,659.239187019819
2007-05-21,663.35,662.75,664.55,657.35,1525.1,13.13,66.27,1.3468,661.4196591123042
2007-05-22,659.05,662.95,665.25,658.05,1524.12,12.99,64.97,1.3451,663.2314311751895
2007-05-23,661.35,659.85,665.45,657.75,1522.28,13.105,65.77,1.3462,659.3730187050668
2007-05-24,654.75,661.85,663.25,652.05,1507.51,12.92,64.18,1.3428,660.9897642283918
2007-05-25,656.15,654.45,657.55,653.75,1515.73,13.0,65.2,1.3441,655.481407822875
2007-05-28,655.65,655.5,658.85,653.85,1515.73,13.0,65.2,1.3453,654.540383735826
2007-05-29,656.75,656.2,662.6,654.25,1518.11,13.223,63.15,1.3446,654.2426936849266
2007-05-30,653.65,656.4,659.55,652.35,1530.23,13.22,63.49,1.3428,656.9718168112682
2007-05-31,660.95,653.2,662.7,653.2,1530.62,13.538,64.01,1.3453,653.2336238112784
2007-06-01,671.45,662.2,672.7,660.85,1536.34,13.808,65.08,1.3449,660.8568636560092
2007-06-04,671.25,671.55,674.65,668.75,1539.18,13.813,66.21,1.3493,670.4010649063367
2007-06-05,670.15,671.75,674.7,669.45,1530.95,13.881,65.61,1.3524,670.7968680636341
2007-06-06,670.85,670.35,672.75,665.35,1517.38,13.785,65.96,1.3504,669.5168568450547
2007-06-07,659.45,670.65,673.15,658.55,1490.72,13.546,66.93,1.343,670.2233779321023
2007-06-08,648.55,659.25,661.85,645.15,1507.67,13.104,64.76,1.3374,659.022546887748
2007-06-11,653.75,649.35,655.55,648.95,1509.12,13.338,65.97,1.3359,648.0911998470108
2007-06-12,647.25,653.55,655.15,646.15,1493.0,13.15,65.35,1.3302,653.357220164882
2007-06-13,650.85,647.95,653.1,643.65,1515.67,13.119,66.26,1.3312,647.5246133082168
2007-06-14,651.95,651.35,654.75,646.6,1522.97,13.225,67.65,1.3312,651.382697964384
2007-06-15,655.75,652.35,656.2,650.25,1532.91,13.32,68.0,1.3388,651.7542104002554
2007-06-18,656.35,655.65,659.8,655.05,1531.05,13.296,69.09,1.3415,655.9646522429621
2007-06-19,661.35,655.95,662.15,653.95,1533.7,13.386,69.1,1.3427,657.4866824957495
2007-06-20,655.25,661.45,662.1,655.15,1512.84,13.31,68.19,1.3405,662.0303373369742
2007-06-21,651.95,654.75,657.2,648.25,1522.19,13.15,68.65,1.3396,655.8064248159352
2007-06-22,654.35,651.85,656.95,650.95,1502.56,13.08,69.14,1.3469,653.6429481457773
2007-06-25,651.4,654.2,654.9,649.0,1497.74,12.937,69.18,1.3464,654.5539489835296
2007-06-26,640.3,652.0,652.0,640.2,1492.89,12.332,67.77,1.3453,649.4981381436917
2007-06-27,643.75,643.05,645.35,639.65,1506.34,12.267,68.97,1.3452,641.1808813167687
2007-06-28,648.75,642.75,650.4,641.75,1505.71,12.505,69.57,1.3446,645.3694701209793
2007-06-29,649.65,648.85,652.95,646.85,1503.35,12.473,70.68,1.3542,650.1785437264343
2007-07-02,657.35,651.5,659.55,648.85,1519.43,12.74,71.09,1.3626,649.0134540014031
2007-07-03,653.5,656.9,658.3,652.2,1524.87,12.685,71.41,1.3612,656.0298204029384
2007-07-04,654.2,653.1,655.15,653.1,1524.87,12.755,71.41,1.3612,653.1259333470055
2007-07-05,649.8,654.1,656.85,646.1,1525.4,12.58,71.81,1.3598,655.4130210969704
2007-07-06,655.9,649.5,656.2,645.4,1530.44,12.757,72.81,1.3628,650.4811111946408
2007-07-09,660.2,656.4,663.2,653.8,1531.85,12.82,72.19,1.3629,656.7205202585288
2007-07-10,663.5,660.4,665.2,659.0,1510.12,12.975,72.81,1.3746,659.855428990744
2007-07-11,661.1,663.7,666.3,660.1,1518.76,12.975,72.56,1.3746,663.2600700392891
2007-07-12,667.4,660.4,669.45,660.4,1547.7,13.18,72.5,1.3794,661.285567952735
2007-07-13,667.3,666.8,668.85,663.7,1552.5,13.11,73.93,1.3784,668.354943997293
2007-07-16,665.0,666.4,668.9,664.0,1549.52,13.065,74.15,1.3771,666.1205448166087
2007-07-17,664.8,665.2,667.45,662.4,1549.37,13.018,74.02,1.3788,664.4780793978564
2007-07-18,672.9,664.6,674.3,664.6,1546.17,13.29,75.05,1.3803,665.5481743797286
2007-07-19,677.9,673.1,677.9,671.4,1553.08,13.375,75.92,1.3798,673.8358255180949
2007-07-20,683.7,677.6,686.4,675.4,1534.1,13.403,75.57,1.3827,677.7522357308175
2007-07-23,681.4,684.1,685.1,680.55,1541.57,13.33,74.89,1.3811,682.9623601417775
2007-07-24,682.2,681.9,687.5,681.3,1511.04,13.443,73.56,1.3828,681.2545159691634
2007-07-25,675.3,682.2,682.2,670.9,1518.09,13.15,75.88,1.3724,681.6455484341808
2007-07-26,661.7,675.6,677.0,660.75,1482.66,12.95,74.95,1.3744,674.7166272474221
2007-07-27,661.4,663.1,667.4,657.3,1458.95,12.715,77.02,1.3634,660.7913762327385
2007-07-30,665.2,661.1,665.9,660.2,1473.91,13.079,76.83,1.3693,661.8182704494899
2007-07-31,663.5,665.2,669.2,663.5,1455.27,13.072,78.21,1.3673,664.9012586479547
2007-08-01,667.3,663.4,667.5,659.4,1465.81,13.01,76.53,1.367,663.6862081955854
2007-08-02,665.0,667.5,667.65,662.8,1472.2,13.05,76.86,1.37,666.7374090591358
2007-08-03,673.3,665.7,674.6,665.2,1433.06,13.213,75.48,1.3774,664.6882624713168
2007-08-06,671.8,672.9,676.8,669.1,1467.67,13.088,72.06,1.3794,673.0928604622136
2007-08-07,672.4,672.1,673.15,666.6,1476.71,13.15,72.42,1.3744,672.6629280033576
2007-08-08,674.6,672.2,677.0,669.9,1497.49,13.226,72.15,1.3796,672.4229194567228
2007-08-09,661.6,674.8,674.8,659.9,1453.09,12.761,71.59,1.3672,673.7112617631385
2007-08-10,672.8,666.4,676.9,658.5,1453.64,12.927,71.47,1.3693,662.4840263939203
2007-08-13,669.4,672.4,673.1,668.5,1452.92,12.912,71.62,1.3611,671.6842701930262
2007-08-14,669.2,669.2,671.7,666.15,1426.54,12.805,72.38,1.3537,668.882319196629
2007-08-15,667.6,669.5,671.1,662.4,1406.7,12.61,73.33,1.3426,668.552023819871
2007-08-16,652.8,667.4,668.2,641.5,1411.27,11.544,71.0,1.3424,666.6168868001639
2007-08-17,657.2,650.3,663.8,645.8,1445.94,11.852,71.98,1.3476,653.5788601989876
2007-08-20,658.2,656.6,660.6,653.6,1445.55,11.785,71.12,1.3473,657.4911984573666
2007-08-21,657.5,658.6,660.1,654.5,1447.12,11.56,69.47,1.3462,657.6926125411302
2007-08-22,661.1,657.6,662.2,654.9,1464.07,11.615,69.26,1.355,657.379316451769
2007-08-23,659.9,660.8,665.45,658.65,1462.5,11.69,69.83,1.3569,660.1002746217445
2007-08-24,668.4,660.35,669.5,657.65,1479.37,11.988,71.09,1.3681,660.5830072087435
2007-08-27,667.6,668.9,668.9,665.8,1466.79,11.813,71.97,1.3644,667.8350615246803
2007-08-28,662.6,667.1,668.5,662.2,1432.36,11.813,71.73,1.3604,666.8103430433298
2007-08-29,667.5,662.2,669.05,661.8,1463.76,11.893,73.51,1.3676,662.5527472095715
2007-08-30,665.1,667.7,668.1,663.5,1457.64,11.96,73.36,1.3638,666.7981829603733
2007-08-31,673.0,665.0,674.7,664.7,1473.99,12.162,74.04,1.363,665.9895235011712
2007-09-03,672.35,673.25,673.75,671.25,1473.99,12.28,74.04,1.3621,674.0551659902461
2007-09-04,682.1,672.9,683.8,671.6,1489.42,12.38,75.08,1.3607,672.9447724262984
2007-09-05,681.7,682.4,683.5,678.5,1472.29,12.289,75.73,1.365,682.4440750269048
2007-09-06,695.5,681.6,698.0,681.05,1478.55,12.467,76.3,1.3689,681.321133181669
2007-09-07,700.8,696.3,707.4,692.2,1453.55,12.694,76.7,1.3768,699.1244794567637
2007-09-10,702.9,700.4,707.0,699.3,1451.7,12.634,77.49,1.3798,701.0981979377659
2007-09-11,712.7,702.6,714.5,702.3,1471.49,12.769,78.23,1.3838,702.8131417267132
2007-09-12,711.9,712.2,714.4,705.7,1471.56,12.727,79.91,1.3904,712.7314026302384
2007-09-13,708.6,711.3,712.5,703.8,1483.95,12.614,80.09,1.3868,712.6861549126949
2007-09-14,707.1,708.0,717.4,704.2,1484.25,12.638,79.1,1.3875,709.1921531793281
2007-09-17,717.8,706.7,720.05,706.4,1476.65,12.833,80.57,1.3866,706.7330715359752
2007-09-18,723.8,717.4,724.5,712.0,1519.78,12.858,81.51,1.3982,719.0451483697648
2007-09-19,721.7,724.1,726.4,720.75,1529.03,13.039,81.93,1.3967,722.5633480214578
2007-09-20,733.4,721.6,738.7,721.2,1518.75,13.404,83.32,1.4074,719.9039649045222
2007-09-21,731.2,734.0,739.4,727.3,1525.75,13.554,81.62,1.4091,735.0622201659182
2007-09-24,730.4,729.6,736.45,726.7,1517.73,13.574,80.95,1.4085,730.9481169329426
2007-09-25,731.4,730.5,733.85,722.7,1517.21,13.554,79.53,1.4146,730.2708904060459
2007-09-26,728.1,731.5,737.1,726.8,1525.42,13.479,80.3,1.413,731.7597344095149
2007-09-27,734.5,728.0,736.3,727.2,1531.38,13.645,82.88,1.4151,727.7044709803747
2007-09-28,744.1,734.2,745.9,733.6,1526.8,13.92,81.66,1.4272,735.3211382335826
2007-10-01,747.2,744.2,748.05,741.3,1547.04,13.855,80.24,1.4232,742.275912550863
2007-10-02,731.5,747.4,747.5,724.75,1546.63,13.45,80.05,1.4153,745.5978312160122
2007-10-03,727.6,732.1,736.4,726.5,1539.59,13.47,79.94,1.4085,731.7487269211206
2007-10-04,737.7,728.6,738.6,721.1,1542.84,13.5,81.44,1.4135,727.1371148055628
2007-10-05,742.7,737.8,744.3,728.1,1557.59,13.49,81.22,1.4136,737.5962212066805
2007-10-08,733.3,741.65,742.7,731.55,1552.58,13.36,79.02,1.4057,741.5397115636418
2007-10-09,738.0,733.2,740.6,727.15,1565.15,13.583,80.26,1.4108,732.8048530971522
2007-10-10,741.0,738.2,746.2,737.5,1562.47,13.668,81.3,1.4147,737.3019207428093
2007-10-11,747.8,740.9,754.0,740.6,1554.41,13.985,83.08,1.4194,740.3070776370662
2007-10-12,749.6,748.3,752.5,745.2,1561.8,13.903,83.69,1.4179,747.3148176532349
2007-10-15,759.3,749.3,760.3,747.8,1548.71,13.855,86.13,1.4212,749.0712692912448
2007-10-16,760.2,759.0,767.0,754.4,1538.53,13.658,87.61,1.4163,758.8451540745167
2007-10-17,755.0,760.65,765.0,754.5,1541.24,13.75,87.4,1.4203,760.5245082709843
2007-10-18,766.6,755.3,766.6,755.1,1540.08,13.803,89.47,1.4293,755.6199562235431
2007-10-19,765.2,768.15,770.4,758.5,1500.63,13.635,88.6,1.4305,766.3706905121473
2007-10-22,754.4,766.7,768.6,745.9,1506.33,13.555,87.56,1.4177,765.4518859177305
2007-10-23,759.7,754.8,761.3,753.0,1519.59,13.65,85.27,1.4261,755.7076368880628
2007-10-24,763.9,759.6,764.35,754.3,1515.88,13.59,87.1,1.4267,760.48097378238
2007-10-25,769.3,764.1,769.6,762.0,1514.4,13.905,90.46,1.4323,764.5484542683233
2007-10-26,785.4,769.2,786.1,768.6,1535.28,14.28,91.86,1.4397,771.298309032707
2007-10-29,791.4,784.8,794.8,784.5,1540.98,14.43,93.53,1.4425,785.6455085230261
2007-10-30,781.6,791.2,792.4,779.5,1531.02,14.384,90.38,1.444,789.0907036228551
2007-10-31,796.2,781.9,796.9,777.1,1549.38,14.494,94.53,1.4481,782.67770658446
2007-11-01,787.62,796.12,799.92,784.73,1508.44,14.381,93.49,1.442,798.2047105759572
2007-11-02,807.5,787.9,808.1,787.4,1509.65,14.658,95.93,1.4508,789.3566299666802
2007-11-05,806.5,807.4,811.3,801.3,1502.17,14.848,93.98,1.4463,806.7096365515093
2007-11-06,824.2,806.5,824.7,806.3,1520.27,15.445,96.7,1.4556,804.8818796554339
2007-11-07,832.2,825.1,845.8,822.7,1475.62,15.391,96.37,1.4644,823.7288107180847
2007-11-08,831.6,830.5,845.7,824.0,1474.77,15.581,95.46,1.4674,833.7448013495376
2007-11-09,831.7,832.7,839.3,827.6,1453.7,15.611,96.32,1.4676,832.4742511675624
2007-11-12,803.6,830.9,831.0,797.9,1439.18,14.825,94.62,1.4535,832.7425778652637
2007-11-13,800.6,803.5,809.1,791.2,1481.05,14.673,91.17,1.4603,803.1824631003032
2007-11-14,811.8,801.0,816.0,800.1,1470.58,15.128,94.09,1.4657,800.3092176461745
2007-11-15,788.6,811.6,818.3,782.75,1451.15,14.543,93.43,1.4619,812.0265501152268
2007-11-16,787.3,789.0,797.65,784.0,1458.74,14.571,95.1,1.4659,789.728526910492
2007-11-19,781.7,786.5,794.3,775.3,1433.27,14.22,94.64,1.4663,785.9063899265713
2007-11-20,803.7,781.9,803.7,773.0,1439.7,14.562,98.03,1.4823,781.0848818538495
2007-11-21,802.2,804.5,807.4,794.8,1416.77,14.481,97.29,1.4857,804.6027853462168
2007-11-22,804.4,800.45,805.8,798.3,1416.77,14.53,97.29,1.4855,803.3159022803695
2007-11-23,823.4,804.6,826.1,803.0,1440.7,14.796,98.18,1.4837,804.2242305122115
2007-11-26,822.6,821.4,837.1,821.4,1407.22,14.895,97.7,1.4881,822.5103917407771
2007-11-27,811.5,824.4,829.5,808.3,1428.23,14.547,94.42,1.4831,822.4246509738897
2007-11-28,805.3,812.5,815.7,791.7,1469.02,14.397,90.62,1.4831,810.8407016499024
2007-11-29,793.2,803.9,808.3,793.0,1469.72,14.445,91.01,1.4741,804.6034694747752
2007-11-30,782.9,793.1,799.4,779.1,1481.14,14.097,88.71,1.4632,792.1109966398988
2007-12-03,791.5,783.1,791.8,777.4,1472.42,14.142,89.31,1.4665,783.3954599886538
